Id,LotFrontage,LotArea,LandContour,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearRemodAdd,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,LowQualFinSF,GrLivArea,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageCars,PavedDrive,houseAge_fg,totBaths_fg,totFlrSF_fg,totLot_fg,garageAge_fg,SalePrice
119,90.0,12376,Lvl,SawyerW,Norm,Norm,2Story,7,5,1990,Gd,GLQ,1470.0,0.0,203.0,1673.0,Y,0,3222,Gd,11,Attchd,Unf,3.0,Y,20,4.0,3222,12466.0,20.0,320000
120,65.0,8461,Lvl,CollgCr,Norm,Norm,2Story,6,5,2006,Gd,Unf,0.0,0.0,728.0,728.0,Y,0,1456,Gd,8,Attchd,Fin,2.0,Y,1,2.5,1456,8526.0,1.0,163990
121,68.0,21453,Low,ClearCr,Norm,Norm,SLvl,6,5,1969,TA,ALQ,938.0,0.0,0.0,938.0,Y,0,988,TA,4,Attchd,Unf,2.0,Y,37,2.0,988,21521.0,37.0,180000
122,50.0,6060,Lvl,IDOTRR,Norm,Norm,1.5Fin,4,5,1950,TA,Unf,0.0,0.0,732.0,732.0,Y,0,1123,TA,4,Detchd,Unf,1.0,P,68,1.0,1123,6110.0,28.0,100000
123,75.0,9464,Lvl,NAmes,Norm,Norm,1Story,6,7,1958,TA,BLQ,570.0,0.0,510.0,1080.0,Y,0,1080,TA,5,Attchd,Unf,1.0,Y,50,1.0,1080,9539.0,50.0,136000
124,55.0,7892,Lvl,SawyerW,Norm,Norm,1Story,6,5,1993,Gd,GLQ,300.0,0.0,899.0,1199.0,Y,0,1199,Gd,5,Attchd,RFn,2.0,Y,15,2.0,1199,7947.0,15.0,153900
125,48.0,17043,Lvl,NWAmes,Norm,Norm,1Story,6,5,1998,Gd,Unf,0.0,0.0,1362.0,1362.0,Y,0,1586,TA,7,Attchd,Unf,2.0,Y,30,2.0,1586,17091.0,30.0,181000
126,60.0,6780,Lvl,IDOTRR,Norm,Norm,1.5Fin,6,8,1982,TA,GLQ,490.0,0.0,30.0,520.0,N,234,754,TA,5,Attchd,Unf,0.0,N,71,2.0,520,6840.0,27.0,84500
127,68.0,4928,Lvl,NPkVill,Norm,Norm,1Story,6,5,1976,Gd,ALQ,120.0,0.0,958.0,1078.0,Y,0,958,TA,5,Attchd,RFn,2.0,Y,31,2.0,958,4996.0,30.0,128000
128,55.0,4388,Bnk,OldTown,Feedr,Norm,1.5Unf,5,7,1950,TA,LwQ,116.0,0.0,556.0,672.0,Y,0,840,TA,5,Attchd,Unf,0.0,N,77,1.0,840,4443.0,28.0,87000
129,69.0,7590,Lvl,NAmes,PosN,Norm,2Story,6,5,1966,TA,BLQ,512.0,0.0,148.0,660.0,Y,0,1348,TA,6,Attchd,RFn,2.0,Y,40,1.5,1348,7659.0,40.0,155000
130,69.0,8973,Lvl,NAmes,Norm,Norm,1Story,5,7,1991,TA,Rec,567.0,28.0,413.0,1008.0,Y,0,1053,Ex,6,2Types,RFn,2.0,Y,48,2.0,1053,9042.0,8.0,150000
131,88.0,14200,Lvl,NAmes,Norm,Norm,2Story,7,6,1966,TA,Rec,445.0,0.0,479.0,924.0,Y,0,2157,Gd,8,Attchd,Fin,2.0,Y,40,2.5,2157,14288.0,40.0,226000
132,68.0,12224,Lvl,Gilbert,Norm,Norm,2Story,6,5,2000,Gd,GLQ,695.0,0.0,297.0,992.0,Y,0,2054,Gd,7,BuiltIn,RFn,2.0,Y,9,3.5,2054,12292.0,9.0,244000
133,75.0,7388,Lvl,NAmes,Norm,Norm,1Story,5,6,2002,TA,Rec,405.0,0.0,658.0,1063.0,Y,0,1327,Gd,7,Detchd,Unf,2.0,Y,48,2.0,1327,7463.0,33.0,150750
134,68.0,6853,Lvl,Timber,Norm,Norm,1Story,8,5,2002,Ex,GLQ,1005.0,0.0,262.0,1267.0,Y,0,1296,Gd,6,Attchd,Fin,2.0,Y,8,3.0,1296,6921.0,8.0,220000
135,78.0,10335,Lvl,Sawyer,Norm,Norm,1Story,5,6,1993,TA,Rec,570.0,0.0,891.0,1461.0,Y,0,1721,TA,7,Attchd,RFn,2.0,Y,38,2.5,1721,10413.0,38.0,180000
136,80.0,10400,Lvl,NWAmes,Norm,Norm,1Story,7,6,1970,TA,Unf,0.0,0.0,1304.0,1304.0,Y,0,1682,TA,7,Attchd,Unf,2.0,Y,38,2.0,1682,10480.0,38.0,174000
137,68.0,10355,Lvl,NAmes,Norm,Norm,1Story,5,5,1967,TA,BLQ,695.0,0.0,519.0,1214.0,Y,0,1214,TA,5,Attchd,RFn,1.0,Y,40,2.0,1214,10423.0,40.0,143000
138,82.0,11070,Lvl,Mitchel,Norm,Norm,1Story,7,5,1989,TA,Unf,0.0,0.0,1907.0,1907.0,Y,0,1959,TA,9,2Types,Unf,3.0,Y,18,3.0,1959,11152.0,17.0,171000
139,73.0,9066,Lvl,CollgCr,Norm,Norm,2Story,8,5,2000,Gd,GLQ,668.0,0.0,336.0,1004.0,Y,0,1852,Gd,7,Attchd,Fin,3.0,Y,9,2.5,1852,9139.0,9.0,230000
140,65.0,15426,Lvl,CollgCr,Norm,Norm,2Story,6,5,1997,Gd,GLQ,821.0,0.0,107.0,928.0,Y,0,1764,Gd,7,Attchd,RFn,2.0,Y,12,3.5,1764,15491.0,12.0,231500
141,70.0,10500,Lvl,NAmes,Norm,Norm,1Story,4,5,1971,TA,ALQ,432.0,0.0,432.0,864.0,Y,0,864,TA,5,Attchd,Unf,0.0,Y,39,1.0,864,10570.0,31.0,115000
142,78.0,11645,Lvl,CollgCr,Norm,Norm,1Story,7,5,2005,Gd,GLQ,1300.0,0.0,434.0,1734.0,Y,0,1734,Gd,7,Attchd,Fin,2.0,Y,1,3.0,1734,11723.0,1.0,260000
143,71.0,8520,Lvl,NAmes,Artery,Norm,1.5Fin,5,4,1952,TA,Rec,507.0,0.0,403.0,910.0,Y,0,1385,TA,6,Detchd,Unf,2.0,Y,58,2.0,1385,8591.0,10.0,166000
144,78.0,10335,Lvl,CollgCr,Norm,Norm,1Story,7,5,1999,Gd,GLQ,679.0,0.0,811.0,1490.0,Y,0,1501,Gd,6,Attchd,RFn,2.0,Y,10,3.0,1501,10413.0,10.0,204000
145,70.0,9100,Lvl,Sawyer,RRAe,Norm,1Story,5,5,1963,TA,Rec,1332.0,0.0,396.0,1728.0,Y,0,1728,TA,10,Detchd,Unf,2.0,Y,43,3.0,1728,9170.0,43.0,125000
146,24.0,2522,Lvl,Edwards,Norm,Norm,2Story,6,5,2006,Gd,Unf,0.0,0.0,970.0,970.0,Y,0,1709,Gd,7,Detchd,Unf,2.0,Y,2,2.0,1709,2546.0,2.0,130000
147,51.0,6120,Lvl,BrkSide,Norm,Norm,1Story,5,7,1993,TA,BLQ,209.0,0.0,506.0,715.0,Y,0,875,TA,5,Detchd,Unf,1.0,Y,78,2.0,875,6171.0,78.0,105000
148,68.0,9505,Lvl,Gilbert,Norm,Norm,2Story,7,5,2001,Gd,Unf,0.0,0.0,884.0,884.0,Y,0,2035,Gd,8,BuiltIn,Fin,2.0,Y,9,2.5,2035,9573.0,9.0,222500
149,63.0,7500,Lvl,SawyerW,Norm,Norm,1Story,7,5,2005,Gd,GLQ,680.0,0.0,400.0,1080.0,Y,0,1080,Gd,6,Attchd,Unf,0.0,Y,4,2.0,1080,7563.0,29.0,141000
150,68.0,6240,Lvl,BrkSide,Norm,Norm,1.5Fin,5,4,1950,Gd,Unf,0.0,0.0,896.0,896.0,Y,0,1344,TA,7,Detchd,Unf,1.0,Y,70,1.0,1344,6308.0,70.0,115000
151,120.0,10356,Lvl,CollgCr,Norm,Norm,1Story,5,6,1975,TA,BLQ,716.0,0.0,253.0,969.0,Y,0,969,TA,5,Attchd,Unf,2.0,Y,32,1.5,969,10476.0,32.0,122000
152,107.0,13891,Lvl,NridgHt,Norm,Norm,1Story,8,5,2008,Ex,GLQ,1400.0,0.0,310.0,1710.0,Y,0,1710,Gd,6,Attchd,RFn,3.0,Y,1,3.0,1710,13998.0,1.0,372402
153,68.0,14803,Lvl,NWAmes,Norm,Norm,2Story,6,5,1971,TA,Rec,416.0,0.0,409.0,825.0,Y,0,1993,TA,8,Attchd,RFn,2.0,Y,35,2.5,1993,14871.0,35.0,190000
154,68.0,13500,Lvl,ClearCr,Norm,Norm,1Story,6,7,1975,Gd,BLQ,429.0,1080.0,93.0,1602.0,Y,0,1252,TA,4,Attchd,RFn,2.0,Y,48,2.0,1252,13568.0,48.0,235000
155,84.0,11340,Lvl,OldTown,Norm,Norm,1Story,6,5,1950,TA,Unf,0.0,0.0,1200.0,1200.0,Y,0,1200,TA,7,Detchd,Unf,1.0,Y,83,1.0,1200,11424.0,83.0,125000
156,60.0,9600,Lvl,Edwards,Artery,Norm,1.5Fin,6,5,1950,TA,Unf,0.0,0.0,572.0,572.0,N,0,1096,TA,5,Attchd,Unf,0.0,N,84,1.0,1096,9660.0,29.0,79000
157,60.0,7200,Lvl,NAmes,Norm,Norm,1Story,5,7,1950,TA,Unf,0.0,0.0,0.0,0.0,Y,0,1040,TA,5,Detchd,Unf,2.0,Y,56,1.0,1040,7260.0,56.0,109500
158,92.0,12003,Lvl,Timber,Norm,Norm,2Story,8,5,2010,Ex,Unf,0.0,0.0,774.0,774.0,Y,0,1968,Ex,8,BuiltIn,Fin,3.0,Y,1,2.5,1968,12095.0,1.0,269500
159,100.0,12552,Lvl,Somerst,Norm,Norm,2Story,7,5,2005,Gd,GLQ,222.0,0.0,769.0,991.0,Y,0,1947,Gd,8,Attchd,RFn,2.0,Y,6,2.5,1947,12652.0,6.0,254900
160,134.0,19378,HLS,Gilbert,Norm,Norm,2Story,7,5,2006,Gd,GLQ,57.0,0.0,1335.0,1392.0,Y,0,2462,Gd,9,Attchd,RFn,2.0,Y,1,3.5,2462,19512.0,0.0,320000
161,68.0,11120,Lvl,Veenker,Norm,Norm,1Story,6,6,1984,Gd,BLQ,660.0,0.0,572.0,1232.0,Y,0,1232,TA,6,Attchd,Unf,2.0,Y,24,2.0,1232,11188.0,24.0,162500
162,110.0,13688,Lvl,NridgHt,Norm,Norm,2Story,9,5,2004,Ex,GLQ,1016.0,0.0,556.0,1572.0,Y,0,2668,Ex,10,BuiltIn,Fin,3.0,Y,5,3.5,2668,13798.0,5.0,412500
163,95.0,12182,Lvl,NridgHt,Norm,Norm,1Story,7,5,2005,Gd,BLQ,1201.0,0.0,340.0,1541.0,Y,0,1541,Gd,7,Attchd,RFn,2.0,Y,5,2.0,1541,12277.0,5.0,220000
164,55.0,5500,Lvl,OldTown,Norm,Norm,1.5Unf,4,6,1956,TA,Unf,0.0,0.0,882.0,882.0,Y,0,882,TA,4,Attchd,Unf,0.0,Y,51,1.0,882,5555.0,28.0,103200
165,40.0,5400,Lvl,OldTown,Norm,Norm,1Story,6,7,2004,TA,LwQ,370.0,0.0,779.0,1149.0,Y,0,1616,Gd,5,Detchd,Unf,1.0,Y,81,2.0,1616,5440.0,81.0,152000
166,62.0,10106,Lvl,Edwards,Norm,Norm,1.5Fin,5,7,1999,TA,ALQ,351.0,181.0,112.0,644.0,Y,0,1355,TA,6,Attchd,Unf,0.0,Y,68,3.0,1355,10168.0,29.0,127500
167,68.0,10708,Lvl,ClearCr,Norm,Norm,1Story,5,5,1993,TA,LwQ,379.0,768.0,470.0,1617.0,Y,0,1867,TA,7,Attchd,Fin,1.0,Y,54,2.0,1867,10776.0,54.0,190000
168,86.0,10562,Lvl,NridgHt,Norm,Norm,2Story,8,5,2007,Ex,GLQ,1288.0,0.0,294.0,1582.0,Y,0,2161,Ex,8,Attchd,Fin,3.0,Y,0,2.5,2161,10648.0,0.0,325624
169,62.0,8244,Lvl,Gilbert,Norm,Norm,2Story,7,5,2004,Gd,Unf,0.0,0.0,840.0,840.0,Y,0,1720,Gd,7,Attchd,Fin,2.0,Y,3,2.5,1720,8306.0,3.0,183500
170,68.0,16669,Lvl,Timber,Norm,Norm,1Story,8,6,1981,Gd,Unf,0.0,0.0,1686.0,1686.0,Y,0,1707,TA,6,Attchd,RFn,2.0,Y,25,2.5,1707,16737.0,25.0,228000
171,68.0,12358,Lvl,OldTown,Feedr,Norm,1.5Fin,5,6,1950,TA,Rec,360.0,0.0,360.0,720.0,Y,528,1382,TA,7,Detchd,Unf,2.0,Y,66,1.5,854,12426.0,16.0,128500
172,141.0,31770,Lvl,NAmes,Norm,Norm,1Story,6,5,1960,TA,BLQ,639.0,0.0,441.0,1080.0,Y,0,1656,TA,7,Attchd,Fin,2.0,P,50,2.0,1656,31911.0,50.0,215000
173,44.0,5306,Lvl,StoneBr,Norm,Norm,2Story,7,7,1987,Gd,GLQ,495.0,215.0,354.0,1064.0,Y,0,1767,Gd,5,Attchd,RFn,2.0,Y,19,3.0,1767,5350.0,19.0,239000
174,80.0,10197,Lvl,NAmes,Norm,Norm,1Story,6,5,1961,TA,ALQ,288.0,374.0,700.0,1362.0,Y,0,1362,TA,6,Attchd,Unf,2.0,Y,47,2.5,1362,10277.0,47.0,163000
175,47.0,12416,Lvl,Timber,Norm,Norm,1Story,6,5,1986,Gd,ALQ,1398.0,208.0,0.0,1606.0,Y,0,1651,TA,7,Attchd,Fin,2.0,Y,22,3.0,1651,12463.0,22.0,184000
176,84.0,12615,Lvl,Edwards,Norm,Norm,1Story,6,7,2001,TA,ALQ,477.0,0.0,725.0,1202.0,Y,0,2158,Gd,7,Attchd,Unf,2.0,Y,57,3.0,2158,12699.0,57.0,243000
177,97.0,10029,Lvl,ClearCr,Norm,Norm,2Story,6,5,1989,Gd,GLQ,831.0,0.0,320.0,1151.0,Y,0,2060,TA,8,Attchd,Unf,2.0,Y,19,3.0,2060,10126.0,19.0,211000
178,68.0,13650,Lvl,Sawyer,Norm,Norm,1.5Fin,5,5,1958,TA,ALQ,57.0,441.0,554.0,1052.0,Y,0,1920,Gd,8,Attchd,Unf,2.0,Y,48,3.0,1920,13718.0,48.0,172500
179,63.0,17423,Lvl,StoneBr,Norm,Norm,1Story,9,5,2009,Ex,GLQ,1904.0,0.0,312.0,2216.0,Y,0,2234,Ex,9,Attchd,Fin,3.0,Y,1,3.0,2234,17486.0,0.0,501837
180,60.0,8520,Lvl,OldTown,Norm,Norm,1Story,5,6,2006,TA,Unf,0.0,0.0,968.0,968.0,Y,0,968,TA,5,Detchd,Unf,2.0,N,84,1.0,968,8580.0,72.0,100000
181,68.0,2117,Lvl,Somerst,Norm,Norm,2Story,6,5,2000,Gd,GLQ,436.0,0.0,320.0,756.0,Y,0,1525,Gd,5,Detchd,Unf,2.0,Y,7,2.5,1525,2185.0,7.0,177000
182,54.0,7588,Lvl,Crawfor,Norm,Norm,2Story,7,6,1950,Fa,LwQ,352.0,0.0,441.0,793.0,Y,0,1802,TA,9,Detchd,Unf,1.0,Y,86,1.5,1802,7642.0,86.0,200100
183,60.0,9060,Lvl,Edwards,Artery,Norm,1Story,5,6,2006,TA,Unf,0.0,0.0,0.0,0.0,Y,0,1340,TA,7,Attchd,RFn,1.0,Y,50,1.0,1340,9120.0,50.0,120000
184,63.0,11426,Lvl,OldTown,Norm,Norm,1.5Fin,7,5,2003,Gd,Unf,0.0,0.0,1362.0,1362.0,Y,0,2082,Gd,6,Detchd,Unf,2.0,N,5,2.5,2082,11489.0,5.0,200000
185,92.0,7438,Lvl,BrkSide,RRAn,Feedr,1.5Fin,5,8,1991,Fa,Unf,0.0,0.0,504.0,504.0,Y,0,1252,TA,5,Attchd,Unf,2.0,Y,98,1.0,1252,7530.0,20.0,127000
186,90.0,22950,Lvl,OldTown,Artery,Norm,2.5Fin,10,9,1993,TA,Unf,0.0,0.0,1107.0,1107.0,Y,572,3608,Ex,12,Detchd,Unf,3.0,Y,114,2.5,3036,23040.0,13.0,475000
187,68.0,9947,Lvl,Mitchel,Norm,Norm,SLvl,7,5,1991,Gd,GLQ,611.0,0.0,577.0,1188.0,Y,0,1217,Gd,6,Attchd,Unf,2.0,Y,19,3.0,1217,10015.0,19.0,173000
188,60.0,10410,Lvl,OldTown,Norm,Norm,1.5Fin,5,7,1987,Fa,Unf,0.0,0.0,660.0,660.0,Y,144,1656,TA,8,Detchd,Unf,1.0,N,93,2.5,1512,10470.0,93.0,135000
189,64.0,7018,Bnk,SawyerW,Feedr,Norm,SFoyer,5,5,1979,Gd,GLQ,1086.0,0.0,0.0,1086.0,Y,0,1224,TA,6,Detchd,Unf,2.0,Y,30,3.0,1224,7082.0,30.0,153337
190,41.0,4923,Lvl,StoneBr,Norm,Norm,1Story,8,5,2002,Ex,GLQ,1153.0,0.0,440.0,1593.0,Y,0,1593,Ex,5,Attchd,Fin,2.0,Y,7,2.5,1593,4964.0,7.0,286000
191,70.0,10570,Bnk,Crawfor,Norm,Norm,2Story,8,8,1994,Gd,Rec,297.0,0.0,556.0,853.0,Y,0,2727,Gd,10,Detchd,Unf,2.0,Y,75,2.5,2727,10640.0,75.0,315000
192,68.0,7472,Lvl,NAmes,Norm,Norm,2Story,7,9,2004,TA,ALQ,626.0,0.0,99.0,725.0,Y,0,1479,Gd,7,Attchd,Fin,2.0,Y,35,2.5,1479,7540.0,35.0,184000
193,68.0,9017,Lvl,CollgCr,Norm,Norm,1Story,7,5,1999,Gd,GLQ,560.0,0.0,871.0,1431.0,Y,0,1431,Gd,6,Attchd,Fin,2.0,Y,10,3.0,1431,9085.0,10.0,192000
194,24.0,2522,Lvl,Edwards,Norm,Norm,2Story,7,5,2004,Gd,Unf,0.0,0.0,970.0,970.0,Y,0,1709,Gd,7,Detchd,Unf,2.0,Y,2,2.0,1709,2546.0,2.0,130000
195,60.0,7180,Lvl,CollgCr,Norm,Norm,1Story,5,7,1972,TA,ALQ,390.0,0.0,474.0,864.0,Y,0,864,TA,5,Detchd,Unf,1.0,Y,36,1.0,864,7240.0,19.0,127000
196,24.0,2280,Lvl,NPkVill,Norm,Norm,2Story,6,6,1976,Gd,ALQ,566.0,0.0,289.0,855.0,Y,0,1456,TA,7,Attchd,Unf,2.0,Y,33,2.5,1456,2304.0,33.0,148500
197,79.0,9416,Lvl,Somerst,Norm,Norm,1Story,7,5,2007,Ex,GLQ,1126.0,0.0,600.0,1726.0,Y,0,1726,Ex,8,Attchd,Fin,3.0,Y,0,3.0,1726,9495.0,0.0,311872
198,174.0,25419,Lvl,NAmes,Artery,Norm,2Story,8,4,1990,TA,GLQ,1036.0,184.0,140.0,1360.0,Y,392,3112,Gd,8,Detchd,Unf,2.0,Y,88,3.5,2720,25593.0,88.0,235000
199,92.0,5520,Lvl,OldTown,Norm,Norm,2.5Fin,6,6,1950,TA,Unf,0.0,0.0,755.0,755.0,Y,371,2229,TA,8,Attchd,Unf,0.0,Y,97,1.0,1858,5612.0,30.0,104000
200,76.0,9591,Lvl,NridgHt,Norm,Norm,1Story,8,5,2005,Ex,GLQ,1088.0,0.0,625.0,1713.0,Y,0,1713,Ex,7,Attchd,Fin,3.0,Y,5,3.0,1713,9667.0,5.0,274900
201,80.0,8546,Lvl,Edwards,Norm,Norm,1Story,4,5,2004,Gd,Unf,0.0,0.0,1121.0,1121.0,Y,0,1121,TA,5,Attchd,RFn,2.0,Y,7,2.0,1121,8626.0,7.0,140000
202,75.0,10125,Lvl,Mitchel,Norm,Norm,1Story,6,6,1977,TA,ALQ,641.0,279.0,276.0,1196.0,Y,0,1279,TA,6,Detchd,Unf,2.0,Y,31,2.5,1279,10200.0,28.0,171500
203,50.0,7000,Lvl,OldTown,Artery,Norm,1.5Fin,6,6,1950,Fa,LwQ,617.0,0.0,0.0,617.0,Y,0,1310,TA,6,Attchd,Unf,1.0,Y,82,2.0,1310,7050.0,82.0,112000
204,68.0,4438,Lvl,CollgCr,Norm,Norm,1Story,6,5,2004,Gd,GLQ,662.0,0.0,186.0,848.0,Y,0,848,Gd,3,Attchd,RFn,2.0,Y,4,2.0,848,4506.0,4.0,149000
205,50.0,3500,Lvl,OldTown,Norm,Norm,1.5Fin,5,7,1950,TA,LwQ,312.0,0.0,408.0,720.0,Y,0,1284,TA,5,Detchd,Unf,1.0,Y,62,1.5,1284,3550.0,61.0,110000
206,99.0,11851,Lvl,Gilbert,Norm,Norm,1Story,7,5,1990,Gd,Unf,0.0,0.0,1424.0,1424.0,Y,0,1442,TA,5,Attchd,RFn,2.0,Y,19,2.0,1442,11950.0,19.0,180500
207,40.0,13673,Lvl,Sawyer,RRAe,Norm,1Story,5,5,1962,TA,Unf,0.0,0.0,1140.0,1140.0,Y,0,1696,TA,8,Attchd,RFn,1.0,Y,45,1.5,1696,13713.0,45.0,143900
208,68.0,12493,Lvl,NAmes,Norm,Norm,1Story,4,5,1960,TA,ALQ,419.0,306.0,375.0,1100.0,Y,0,1100,TA,6,Attchd,RFn,1.0,Y,48,2.0,1100,12561.0,48.0,141000
209,68.0,14364,Low,SawyerW,Norm,Norm,2Story,7,5,1989,Gd,GLQ,1065.0,0.0,92.0,1157.0,Y,0,2062,TA,7,Attchd,Fin,2.0,Y,19,3.5,2062,14432.0,19.0,277000
210,75.0,8250,Lvl,NAmes,Norm,Norm,1Story,6,7,1964,Gd,Rec,787.0,0.0,305.0,1092.0,Y,0,1092,TA,6,Attchd,RFn,2.0,Y,44,2.0,1092,8325.0,44.0,145000
211,67.0,5604,Lvl,Edwards,Norm,Norm,1Story,5,6,1950,TA,Rec,468.0,0.0,396.0,864.0,N,0,864,TA,5,Attchd,Unf,0.0,Y,83,2.0,864,5671.0,29.0,98000
212,83.0,10420,Lvl,Edwards,Norm,Norm,1Story,6,5,2009,Gd,GLQ,36.0,0.0,1176.0,1212.0,Y,0,1212,Gd,6,Attchd,RFn,2.0,Y,1,2.0,1212,10503.0,1.0,186000
213,72.0,8640,Lvl,Somerst,Norm,Norm,2Story,7,5,2009,Gd,GLQ,822.0,0.0,78.0,900.0,Y,0,1852,Gd,7,Attchd,RFn,2.0,Y,0,3.5,1852,8712.0,0.0,252678
214,43.0,13568,Lvl,CollgCr,Norm,Norm,1Story,5,5,1995,Gd,ALQ,716.0,0.0,274.0,990.0,Y,0,990,TA,5,Attchd,Unf,2.0,Y,11,1.5,990,13611.0,10.0,156000
215,68.0,10900,Lvl,CollgCr,Norm,Norm,2Story,6,7,1977,Gd,GLQ,378.0,0.0,311.0,689.0,Y,0,1392,TA,6,Attchd,Fin,1.0,Y,33,1.5,1392,10968.0,33.0,161750
216,72.0,10011,Lvl,NAmes,Norm,Norm,1Story,5,6,1996,TA,BLQ,360.0,0.0,710.0,1070.0,Y,0,1236,Gd,6,Attchd,Unf,1.0,Y,49,1.5,1236,10083.0,49.0,134450
217,65.0,8450,Lvl,CollgCr,Norm,Norm,1Story,7,5,2004,Gd,GLQ,946.0,0.0,490.0,1436.0,Y,0,1436,Gd,8,Attchd,Unf,2.0,Y,4,3.0,1436,8515.0,4.0,210000
218,57.0,9906,Lvl,OldTown,Norm,Norm,2Story,4,4,1950,TA,Unf,0.0,0.0,686.0,686.0,N,0,1328,TA,8,Detchd,Unf,1.0,Y,81,1.0,1328,9963.0,66.0,107000
219,68.0,15660,Lvl,Crawfor,Norm,Norm,1.5Fin,7,9,2006,TA,BLQ,341.0,0.0,457.0,798.0,Y,0,1954,Gd,8,Attchd,Unf,2.0,Y,69,2.0,1954,15728.0,69.0,311500
220,43.0,3010,Lvl,Blmngtn,Norm,Norm,1Story,7,5,2006,Gd,GLQ,16.0,0.0,1232.0,1248.0,Y,0,1248,Gd,5,Attchd,Fin,2.0,Y,1,2.0,1248,3053.0,1.0,167240
221,73.0,8990,Lvl,CollgCr,Norm,Norm,1Story,7,5,2006,Gd,Unf,0.0,0.0,1498.0,1498.0,Y,0,1498,Gd,5,Attchd,RFn,2.0,Y,0,2.0,1498,9063.0,0.0,204900
222,68.0,8068,Lvl,Gilbert,Norm,Norm,2Story,6,5,2002,Gd,Unf,0.0,0.0,1010.0,1010.0,Y,0,2267,Gd,8,BuiltIn,RFn,2.0,Y,7,2.5,2267,8136.0,7.0,200000
223,85.0,11475,Lvl,NWAmes,RRAn,Norm,2Story,6,6,1975,Gd,ALQ,550.0,0.0,163.0,713.0,Y,0,1552,TA,6,Attchd,RFn,2.0,Y,31,3.5,1552,11560.0,31.0,179900
224,70.0,10500,Lvl,NAmes,Norm,Norm,1Story,4,6,1971,TA,ALQ,524.0,180.0,160.0,864.0,Y,0,864,TA,4,Detchd,Unf,2.0,Y,38,1.0,864,10570.0,20.0,97000
225,103.0,13472,Lvl,NridgHt,Norm,Norm,1Story,10,5,2003,Ex,GLQ,56.0,0.0,2336.0,2392.0,Y,0,2392,Ex,8,Attchd,Fin,3.0,Y,6,2.0,2392,13575.0,6.0,386250
226,21.0,1680,Lvl,BrDale,Norm,Norm,2Story,5,5,1971,TA,Unf,0.0,0.0,630.0,630.0,Y,0,1302,TA,6,Detchd,Unf,1.0,Y,38,2.5,1302,1701.0,18.0,112000
227,82.0,9950,Lvl,NoRidge,Norm,Norm,2Story,7,5,1995,Gd,GLQ,565.0,0.0,638.0,1203.0,Y,0,2520,Gd,9,Attchd,RFn,3.0,Y,12,2.5,2520,10032.0,12.0,290000
228,21.0,1869,Lvl,BrDale,Norm,Norm,2Story,6,6,1970,TA,Rec,321.0,0.0,162.0,483.0,Y,0,987,TA,5,Detchd,Unf,1.0,Y,38,1.5,987,1890.0,21.0,106000
229,70.0,8521,Lvl,Sawyer,Feedr,Norm,1Story,5,5,1967,TA,ALQ,842.0,0.0,70.0,912.0,Y,0,912,TA,5,Detchd,Unf,1.0,Y,43,1.0,912,8591.0,36.0,125000
230,43.0,3182,Lvl,Blmngtn,Norm,Norm,1Story,7,5,2006,Gd,GLQ,16.0,0.0,1357.0,1373.0,Y,0,1555,Gd,7,Attchd,Fin,2.0,Y,4,2.0,1555,3225.0,4.0,192500
231,73.0,8760,Lvl,NAmes,Norm,Norm,1Story,6,6,1959,TA,Unf,0.0,0.0,1194.0,1194.0,Y,0,1194,TA,6,Attchd,RFn,1.0,Y,51,2.0,1194,8833.0,51.0,148000
232,174.0,15138,Lvl,NoRidge,Norm,Norm,2Story,8,5,1996,Gd,GLQ,689.0,0.0,773.0,1462.0,Y,0,2794,Ex,9,Attchd,Fin,3.0,Y,14,3.5,2794,15312.0,14.0,403000
233,21.0,1680,Lvl,BrDale,Norm,Norm,2Story,6,5,1972,TA,Unf,0.0,0.0,483.0,483.0,Y,0,987,TA,5,Attchd,Unf,1.0,Y,34,1.5,987,1701.0,34.0,94500
234,75.0,10650,Lvl,CollgCr,Norm,Norm,1Story,5,6,1976,TA,LwQ,182.0,712.0,0.0,894.0,Y,0,894,TA,5,Attchd,Unf,1.0,Y,34,2.0,894,10725.0,34.0,128200
235,68.0,7851,Lvl,Gilbert,Norm,Norm,2Story,6,5,2002,Gd,GLQ,625.0,0.0,235.0,860.0,Y,0,1960,Gd,8,BuiltIn,Fin,2.0,Y,8,3.5,1960,7919.0,8.0,216500
236,21.0,1680,Lvl,BrDale,Norm,Norm,2Story,6,3,1971,TA,ALQ,358.0,0.0,125.0,483.0,Y,0,987,TA,5,Detchd,Unf,1.0,Y,37,1.5,987,1701.0,37.0,89500
237,65.0,8773,Lvl,CollgCr,Norm,Norm,1Story,7,5,2004,Gd,GLQ,24.0,0.0,1390.0,1414.0,Y,0,1414,Gd,6,Attchd,RFn,2.0,Y,6,2.0,1414,8838.0,6.0,185500
238,68.0,9453,Lvl,SawyerW,RRNe,Norm,2Story,7,7,2003,Gd,BLQ,402.0,0.0,594.0,996.0,Y,0,1744,Gd,7,Attchd,RFn,2.0,Y,17,2.5,1744,9521.0,17.0,194500
